Title, Time, Description, Source
Elon Musk is piling onto all the hurricane disinformation hampering relief efforts, 1 month ago, Elon Musk is piling onto all the hurricane disinformation hampering relief efforts. The billionaire is using the power of his social media platform to spread.., https://www.politico.com/news/2024/10/08/elon-musk-hurricane-disinformation-trump-00182769&sa=U&ved=2ahUKEwjJ9pCb29uJAxXYfjABHdhbGr44PBDF9AF6BAgEEAI&usg=AOvVaw0xqCWMGxsc8oyYvwllBzqk 
Elon Musk and Vivek Ramaswamy will lead new ‘Department of Government Efficiency’ in Trump administration, 1 day ago, President-elect Donald Trump announced Tuesday that Elon Musk and Vivek Ramaswamy will lead a new “Department of Government Efficiency” in his second.., https://www.cnn.com/2024/11/12/politics/elon-musk-vivek-ramaswamy-department-of-government-efficiency-trump/index.html&sa=U&ved=2ahUKEwjJ9pCb29uJAxXYfjABHdhbGr44PBDF9AF6BAgFEAI&usg=AOvVaw3AQe4YZxtSOg11GbGMva9U 
Elon Musk assures voters that Trump’s victory would deliver “temporary hardship”, 2 weeks ago, As Elon Musk tries to convince voters to support Donald Trump in the 2024 election he has settled on a surprising closing message: A Trump victory would.., https://www.vox.com/politics/381637/elon-musk-donald-trump-2024-election-temporary-hardship&sa=U&ved=2ahUKEwjJ9pCb29uJAxXYfjABHdhbGr44PBDF9AF6BAgHEAI&usg=AOvVaw05foZ9JC3NbewT4IvoRGvZ 
Trump says Elon Musk has agreed to lead proposed government efficiency commission as ex-president unveils new economic plans, 2 months ago, Donald Trump unveiled a slate of new economic plans Thursday including the creation of a government efficiency commission that he said Elon Musk has agreed.., https://www.cnn.com/2024/09/05/politics/trump-economic-plans-musk-government-commission/index.html&sa=U&ved=2ahUKEwjJ9pCb29uJAxXYfjABHdhbGr44PBDF9AF6BAgIEAI&usg=AOvVaw3u4kUQvE3E2jijxrC9iDzz 
Elon Musk to spend election night with Donald Trump, 1 week ago, Elon Musk the world's richest man planned to spend election night with Donald Trump in Florida at his Mar-a-Lago resort he said on X/Twitter, https://www.bbc.com/news/articles/c9dlg1v7jevo&sa=U&ved=2ahUKEwjJ9pCb29uJAxXYfjABHdhbGr44PBDF9AF6BAgBEAI&usg=AOvVaw2C4cHuCkmtpP4c9EgHsOTa 
What to know about Elon Musk’s reported phone calls with Putin and why it matters, 3 weeks ago, Elon Musk the billionaire owner of major government contractor SpaceX and key ally of Republican presidential nominee Donald Trump has been in regular.., https://www.pbs.org/newshour/politics/what-to-know-about-elon-musks-reported-phone-calls-with-putin-and-why-it-matters&sa=U&ved=2ahUKEwjJ9pCb29uJAxXYfjABHdhbGr44PBDF9AF6BAgDEAI&usg=AOvVaw1jhOkGIap5cvbaoJyT9m-Y 
Elon Musk says ‘civil war is inevitable’ as UK rocked by far-right riots. He’s part of the problem, 3 months ago, Elon Musk says 'civil war is inevitable' as UK rocked by far-right riots. He's part of the problem · Tackling 'online criminality' · More from CNN, https://www.cnn.com/2024/08/06/tech/elon-musk-civil-war-uk-riots/index.html&sa=U&ved=2ahUKEwiqxqKb29uJAxXPtoQIHUmMLX84RhDF9AF6BAgAEAI&usg=AOvVaw3wH3PV8H90cXgayJg8nd3J 
Analyzing Trump's cabinet picks so far. And Biden's intimate view of the White House, 22 hours ago, President-elect Donald Trump has made a flurry of announcements about key cabinet members at least one of which has come as a shock. And President Biden.., https://www.npr.org/2024/11/13/g-s1-34008/up-first-newsletter-donald-trump-key-cabinet-members-pete-hegseth-elon-musk-president-biden&sa=U&ved=2ahUKEwiqxqKb29uJAxXPtoQIHUmMLX84RhDF9AF6BAgJEAI&usg=AOvVaw2ojD6UjS9g1XHZbH43JdWc 
Elon Musk bet the house on Trump. But no matter who wins Musk has a lot to lose, 1 week ago, Elon Musk has become a fixture of the 2024 campaign season as a vocal and free-spending supporter of former President Donald Trump. But no matter who wins.., https://qz.com/elon-musk-trump-harris-2024-election-tesla-spacex-1851686288&sa=U&ved=2ahUKEwiqxqKb29uJAxXPtoQIHUmMLX84RhDF9AF6BAgBEAI&usg=AOvVaw1VZ4_1tYm6foGggx85Ni-V 
Elon Musk: How Trump's presidency could benefit the Tesla boss, 6 days ago, Donald Trump's return to the White House also looks set to be a win for one of his most visible supporters: Elon Musk. Mr Musk the world's richest man.., https://www.bbc.com/news/articles/cjdl22yrrk2o&sa=U&ved=2ahUKEwiqxqKb29uJAxXPtoQIHUmMLX84RhDF9AF6BAgEEAI&usg=AOvVaw1Vzmq0udfxM0VNvd_BBLWA 
Trump says Elon Musk and Vivek Ramaswamy will head a new ‘Department of Government Efficiency’, 1 day ago, Trump named tech billionaire Elon Musk and conservative activist Vivek Ramaswamy to head up a new "Department of Government Efficiency" fulfilling a.., https://www.nbcnews.com/tech/tech-news/trump-says-elon-musk-will-lead-department-government-efficiency-vivek-rcna179899&sa=U&ved=2ahUKEwiqxqKb29uJAxXPtoQIHUmMLX84RhDF9AF6BAgDEAI&usg=AOvVaw1lLNhYBGntoC1Zpd_4aeED 
Elon Musk says he’ll fix the government under Trump. His track record paints a different picture, 3 weeks ago, Elon Musk is making some big promises while campaigning for former President Donald Trump. But his business record calls into question whether he can.., https://www.cnn.com/2024/10/22/tech/elon-musk-government-efficiency/index.html&sa=U&ved=2ahUKEwiqxqKb29uJAxXPtoQIHUmMLX84RhDF9AF6BAgIEAI&usg=AOvVaw2XB2Ns76K4Rhv5pUfcyH9k 
How Elon Musk’s worst business decision led him to Trump, 23 hours ago, Elon Musk the world's richest person will be taking on an official role to try to help President-elect Donald Trump make government more efficient, https://www.cnn.com/2024/11/13/business/elon-musk-trump-government-companies-hnk-intl/index.html&sa=U&ved=2ahUKEwiqxqKb29uJAxXPtoQIHUmMLX84RhDF9AF6BAgHEAI&usg=AOvVaw2kqpKzkHiMVxXhu5AJOaNN 
How not to counter the political sway of Elon Musk’s X, 1 week ago, Since billionaire Elon Musk endorsed Republican candidate Donald Trump in the US presidential race in July X the social media platform Musk owns.., https://www.aljazeera.com/opinions/2024/11/5/how-not-to-counter-the-political-sway-of-elon-musks-x&sa=U&ved=2ahUKEwiqxqKb29uJAxXPtoQIHUmMLX84RhDF9AF6BAgGEAI&usg=AOvVaw3MM-BnuZt36_0TLT__vIeo 
Workers Say They Were Tricked and Threatened as Part of Elon Musk’s Get-Out-the-Vote Effort, 2 weeks ago, America PAC door knockers were flown to Michigan driven in the back of a U-Haul and told they'd have to pay hotel bills unless they met unrealistic quotas.., https://www.wired.com/story/elon-musk-america-pac-blitz-canvassing-michigan-uhaul/&sa=U&ved=2ahUKEwiqxqKb29uJAxXPtoQIHUmMLX84RhDF9AF6BAgFEAI&usg=AOvVaw03rmWnKAQ8fq6fMfjinHO3 
Elon Musk: Why he supported Trump,  But what was in it for him?5 days ago, The world's richest man backed US president-elect Donald Trump's successful campaign with his funds and his high profile, https://www.dw.com/en/elon-musk-why-he-supported-trump/a-70724719&sa=U&ved=2ahUKEwiqxqKb29uJAxXPtoQIHUmMLX84RhDF9AF6BAgCEAI&usg=AOvVaw00tafb2tc4Ei2YZ3ybp92o 
Elon Musk's election promise of $1 million daily giveaway sparks call for probe, 3 weeks ago, HARRISBURG Pennsylvania Oct 20 (Reuters) - Pennsylvania's Democratic governor Josh Shapiro on Sunday called on law enforcement to investigate.., https://www.reuters.com/world/us/elon-musk-promises-award-1-mln-each-day-signer-his-petition-2024-10-20/&sa=U&ved=2ahUKEwjt_bKb29uJAxVGQjABHWjbJlE4UBDF9AF6BAgHEAI&usg=AOvVaw2GFHCBPeGrwKZlFXF9N1z9 
How Elon Musk became the most powerful person in business, 2 days ago, High-stakes risk has been a hallmark of Elon Musk's career: defying industry standards with reusable rockets at his $210 billion interplanetary exploration.., https://fortune.com/2024/11/12/elon-musk-trump-tesla-election/&sa=U&ved=2ahUKEwjt_bKb29uJAxVGQjABHWjbJlE4UBDF9AF6BAgJEAI&usg=AOvVaw0UDSTX9gY2Ex7uPbuOZPXj 
Trump Taps Elon Musk and Vivek Ramaswamy to Lead ‘Dept. of Government Efficiency’, 1 day ago, The two wealthy entrepreneurs will lead what the president-elect called the Department of Government Efficiency which he said would seek “drastic change, https://www.nytimes.com/2024/11/12/us/politics/elon-musk-vivek-ramaswamy-trump.html&sa=U&ved=2ahUKEwjt_bKb29uJAxVGQjABHWjbJlE4UBDF9AF6BAgIEAI&usg=AOvVaw2jw_LFbhl_vtd98vO8Lfcq 
Elon Musk’s misleading election claims have been viewed more than 2 billion times on X analysis finds, 1 week ago, In the run up to the high-stakes 2024 presidential election Elon Musk has posted a blizzard of false and misleading claims about the election on his social.., https://www.cnn.com/2024/11/04/media/elon-musk-election-x-misinformation-trump-harris/index.html&sa=U&ved=2ahUKEwjt_bKb29uJAxVGQjABHWjbJlE4UBDF9AF6BAgAEAI&usg=AOvVaw0FAt3CEdoviGx0upAuRz_h 
Everything Elon Musk and Donald Trump Have Said About Working Together In Government, 1 week ago, In October Trump told Fox News Musk is a "great business guy" and described his new role as “Secretary of Cost-Cutting.”, https://www.forbes.com/sites/maryroeloffs/2024/11/06/trump-calls-elon-musk-a-super-genius-in-victory-speech-heres-everything-theyve-said-about-working-together/&sa=U&ved=2ahUKEwjt_bKb29uJAxVGQjABHWjbJlE4UBDF9AF6BAgBEAI&usg=AOvVaw29AvQCCmN8MgOqSd17O6ec 
Elon Musk endorses Trump in presidential race calls him "tough", 4 months ago, Elon Musk the billionaire CEO of Tesla publicly endorsed Donald Trump for the first time in the U.S. presidential race calling the Republican former.., https://www.reuters.com/world/us/elon-musk-says-he-fully-endorses-tough-trump-posts-photo-2024-07-13/&sa=U&ved=2ahUKEwjt_bKb29uJAxVGQjABHWjbJlE4UBDF9AF6BAgFEAI&usg=AOvVaw2s9i8xXqNDXaDA2VQBgNS- 
Elon Musk Is Positioning X Behind the New Trump Presidency, 5 days ago, Since Donald J. Trump won the presidential election Elon Musk has gone all in on X to promote the incoming administration. Mr. Musk who owns X.., https://www.nytimes.com/2024/11/09/technology/elon-musk-trump-x.html&sa=U&ved=2ahUKEwjt_bKb29uJAxVGQjABHWjbJlE4UBDF9AF6BAgCEAI&usg=AOvVaw2ECD8KAn_HsMZVQ2jWqAe0 
How Elon Musk is helping Donald Trump to win the 2024 election, 1 month ago, Musk's America PAC has spent about $80 million to help Trump per federal records the NYT reported, https://www.axios.com/2024/10/11/elon-musk-trump-president-election&sa=U&ved=2ahUKEwjt_bKb29uJAxVGQjABHWjbJlE4UBDF9AF6BAgDEAI&usg=AOvVaw1yNCY-0jeqMLmaQ4NsB3WM 
Exclusive | Elon Musk’s Secret Conversations With Vladimir Putin, 3 weeks ago, Regular contacts between world's richest man and America's chief antagonist raise security concerns; topics include geopolitics business and personal matters, https://www.wsj.com/world/russia/musk-putin-secret-conversations-37e1c187&sa=U&ved=2ahUKEwjt_bKb29uJAxVGQjABHWjbJlE4UBDF9AF6BAgGEAI&usg=AOvVaw3R5ldHDfugYAl_UHgPM-6P 
Rambling Trump Musk interview marred by tech issues, 3 months ago, Musk who has endorsed Trump blamed the difficulties on a distributed denial-of-service attack in which a server or network is flooded with traffic in an.., https://www.reuters.com/world/us/elon-musk-interview-trump-x-social-media-network-2024-08-12/&sa=U&ved=2ahUKEwjt_bKb29uJAxVGQjABHWjbJlE4UBDF9AF6BAgEEAI&usg=AOvVaw3xjXkY-IDdGZOWTO4TPjFk 
Trump announces plan for Elon Musk-led ‘government efficiency commission’, 2 months ago, Donald Trump announced in a speech on Thursday that if elected he would form a government efficiency commission a policy idea that Elon Musk has been pushing.., https://www.theguardian.com/us-news/article/2024/sep/05/trump-musk-efficiency-commission&sa=U&ved=2ahUKEwjZtc6b29uJAxVkjbAFHc-rHZs4WhDF9AF6BAgBEAI&usg=AOvVaw3UK6EMUKhN0BleJwZGPIv4 
What Elon Musk stands to gain from second Trump term, 1 week ago, Aside from Donald Trump Elon Musk could emerge as one of the biggest winners of the 2024 election. Musk and his companies stand to benefit from potential.., https://www.nbcnews.com/now/video/what-elon-musk-stands-to-gain-from-second-trump-term-223777349814&sa=U&ved=2ahUKEwjZtc6b29uJAxVkjbAFHc-rHZs4WhDF9AF6BAgJEAI&usg=AOvVaw30wWYtRi8vbOJR9PKlxhub 
Trump selects Elon Musk to lead government efficiency department, Musk and ex-presidential candidate Vivek Ramaswamy to head up Department of Government Efficiency (Doge)1 day ago, Musk and ex-presidential candidate Vivek Ramaswamy to head up Department of Government Efficiency (Doge)1 day ago, https://www.theguardian.com/us-news/2024/nov/12/trump-appoints-elon-musk-government-efficiency-department&sa=U&ved=2ahUKEwjZtc6b29uJAxVkjbAFHc-rHZs4WhDF9AF6BAgCEAI&usg=AOvVaw2aqiuvznl80UcS0EmI5Met 
Everything Elon Musk and Donald Trump Have Said About Working Together In Government, 5 days ago, Billionaire Elon Musk was on the line when president-elect Donald Trump and Ukrainian President Volodymyr Zelensky spoke over the phone Wednesday.., https://www.forbes.com/sites/maryroeloffs/2024/11/08/musk-reportedly-joined-trumps-call-with-ukrainian-president-heres-everything-theyve-said-about-working-together/&sa=U&ved=2ahUKEwjZtc6b29uJAxVkjbAFHc-rHZs4WhDF9AF6BAgHEAI&usg=AOvVaw1KOR5JZfB_Wdyy9mu8OXMg 
Elon Musk joined Trump-Zelensky call amid concerns for future of Ukraine war, 5 days ago, Tech tycoon Elon Musk joined a call between US President-elect Donald Trump and Ukrainian President Volodymyr Zelensky the day after the presidential.., https://www.cnn.com/2024/11/08/europe/ukraine-trump-elon-musk-zelensky-intl-latam/index.html&sa=U&ved=2ahUKEwjZtc6b29uJAxVkjbAFHc-rHZs4WhDF9AF6BAgIEAI&usg=AOvVaw0OoRocaRZFaIR-J1Lo_hnn 
Elon Musk announces $1M giveaway for voters who sign petition in battleground states, 4 weeks ago, “If you're a registered Pennsylvania voter you & whoever referred you will now get $100 for signing our petition in support of free speech & right to bear arms.., https://www.nbcnews.com/tech/tech-news/elon-musk-raises-payment-offer-100-voters-sign-petition-rcna176075&sa=U&ved=2ahUKEwjZtc6b29uJAxVkjbAFHc-rHZs4WhDF9AF6BAgAEAI&usg=AOvVaw37T2SJ4nHSl4tMXbG7hSjv 
Fact check: Was Elon Musk’s Starlink used to rig the US election?, 22 hours ago, Some social media users claim to have found an explanation for Vice President Kamala Harris's 2024 election loss. They say billionaire Elon Musk's Starlink.., https://www.aljazeera.com/features/2024/11/13/fact-check-was-elon-musks-starlink-used-to-rig-the-us-election&sa=U&ved=2ahUKEwjZtc6b29uJAxVkjbAFHc-rHZs4WhDF9AF6BAgDEAI&usg=AOvVaw2XH-iLmFOuBy2dip5mo47w 
Donald Trump picks Elon Musk for US government cost-cutting role, 14 hours ago, US President-elect Donald Trump has picked Elon Musk for a role in government cost-cutting as part of his drive to "dismantle" bureaucracy when he returns.., https://www.bbc.com/news/articles/c93qwn8p0l0o&sa=U&ved=2ahUKEwjZtc6b29uJAxVkjbAFHc-rHZs4WhDF9AF6BAgFEAI&usg=AOvVaw3YBLdVvZgnKODuqWn9e8v9 
Elon Musk is coming to Washington, 1 day ago, Elon Musk — billionaire Trump whisperer and most powerful civilian ever — is coming to Washington. Why it matters: Musk doesn't play small, https://www.axios.com/local/washington-dc/2024/11/13/elon-musk-department-of-government-efficiency-trump&sa=U&ved=2ahUKEwjZtc6b29uJAxVkjbAFHc-rHZs4WhDF9AF6BAgEEAI&usg=AOvVaw2-mDoSF3VOUTB83yI73HYO 
How Elon Musk stands to cash in on Trump's presidential victory, 6 days ago, Tesla CEO Elon Musk poured at least $130 million into a pro-Trump campaign effort after an assassination attempt on the former president in July, https://www.cnbc.com/2024/11/07/how-elon-musk-stands-to-cash-in-on-trumps-presidential-victory.html&sa=U&ved=2ahUKEwjZtc6b29uJAxVkjbAFHc-rHZs4WhDF9AF6BAgGEAI&usg=AOvVaw1bQv8A6N8Z0RDkkyk87un2 
Elon Musk’s daily $1 million giveaway to voters can continue Pennsylvania judge rules, 1 week ago, A Pennsylvania judge ruled Monday that Elon Musk's daily $1 million giveaway to voters can continue in a victory for the tech billionaire and Donald Trump.., https://www.cnn.com/2024/11/04/politics/elon-musk-1-million-giveaway/index.html&sa=U&ved=2ahUKEwjN6N-b29uJAxVeVTABHQA7G4g4ZBDF9AF6BAgGEAI&usg=AOvVaw08yI7MRbtgnrkP3hZHc1xm 
Pennsylvania judge allows Elon Musk's $1 million voter giveaway, 1 week ago, A Pennsylvania state judge on Monday allowed Elon Musk's $1 million-a-day giveaway to swing state voters to proceed after a surprising day of testimony in.., https://www.reuters.com/legal/judge-weighs-challenge-elon-musks-1-million-voter-giveaway-2024-11-04/&sa=U&ved=2ahUKEwjN6N-b29uJAxVeVTABHQA7G4g4ZBDF9AF6BAgJEAI&usg=AOvVaw2SmVB_sZyhmgSt_DH5jkiG 
Trump put Elon Musk on phone with Ukraine's Zelenskyy during congratulatory call official says, 5 days ago, President-elect Donald Trump put billionaire Elon Musk on the line with President Volodymyr Zelenskyy when the Ukrainian leader called to congratulate the.., https://apnews.com/article/trump-ukraine-elon-musk-zelenskyy-starlink-f6ab0c5e1c5de1262ae2a1747247819c&sa=U&ved=2ahUKEwjN6N-b29uJAxVeVTABHQA7G4g4ZBDF9AF6BAgDEAI&usg=AOvVaw2Tb54UCbT5VvZyZvuBQbXH 
Elon Musk’s politics are crashing hard into his business, 1 month ago, A clear problem has emerged for a man who became rich famous and increasingly powerful by retailing himself to Americans as a tribune of the human future:.., https://www.politico.com/news/2024/10/15/analysis-can-anyone-stop-elon-musk-yes-elon-musk-00183789&sa=U&ved=2ahUKEwjN6N-b29uJAxVeVTABHQA7G4g4ZBDF9AF6BAgFEAI&usg=AOvVaw0XfmKhTZckHF7XmUBT7KBj 
What Kaitlan Collins' sources are telling her about Elon Musk’s influence with Trump, 3 days ago, CNN's Kaitlan Collins shares what her sources from inside Mar-a-lago are telling her about Elon Musk's influence on president-elect Donald Trump as Trump.., https://www.cnn.com/2024/11/10/politics/video/elon-musk-trump-administration-kaitlan-collins-digvid&sa=U&ved=2ahUKEwjN6N-b29uJAxVeVTABHQA7G4g4ZBDF9AF6BAgAEAI&usg=AOvVaw3vM3F1QZ0cYfuiDcjkBmaJ 
Elon Musk could get huge tax break working for Trump, 3 weeks ago, Elon Musk has seemingly embraced the idea of serving in a potential Trump administration. If he did however take a cabinet position—or run his proposed.., https://fortune.com/2024/10/25/elon-musk-could-reap-a-whopping-tax-break-if-he-joins-a-trump-administration/&sa=U&ved=2ahUKEwjN6N-b29uJAxVeVTABHQA7G4g4ZBDF9AF6BAgCEAI&usg=AOvVaw0wiMlNiHHvHevai5nLSQvA 
Judge declines to block Elon Musk $1 million voter giveaway as billionaire seeks to move case, 2 weeks ago, Judge Angelo Foglietta places lawsuit on hold for federal court consideration; Philadelphia DA Larry Krasner seeks to halt giveaway citing illegal lottery.., https://www.reuters.com/legal/musk-due-court-1-million-voter-giveaway-faces-courtroom-test-2024-10-31/&sa=U&ved=2ahUKEwjN6N-b29uJAxVeVTABHQA7G4g4ZBDF9AF6BAgIEAI&usg=AOvVaw33KR6NySfn4X3bkCA7ESWl 
